Round: 5, Step 0
G_mean: 0.0000: 0.5048,4.9697,13.4425,263,742,6,1,1,0.2762,0.0384
G_mean: 0.7446: 0.6553,9.502,15.4021,114,854,40,8,56,0.8855,0.0642
G_mean: 0.7352: 0.7054,8.3796,12.9931,160,286,56,1,83,0.9718,0.0426
G_mean: 0.7185: 0.7597,6.6961,10.63,192,370,46,7,74,0.9681,0.0204
G_mean: 0.0000: 0.997,7.2032,16.1191,213,914,5,8,29,0.5305,0.0226
G_mean: 0.7446: 0.6121,8.7425,12.5803,41,848,5,6,31,0.7244,0.0163
G_mean: 0.7126: 0.8644,3.0966,6.4141,227,76,81,5,99,0.1969,0.0398
G_mean: 0.7125: 0.6779,9.6377,3.8922,217,82,91,8,76,0.098,0.0355
G_mean: 0.0509: 0.1912,2.6589,17.0213,200,891,79,8,91,0.9392,0.0407
G_mean: 0.7185: 0.3471,4.5295,16.1734,278,244,79,2,67,0.8468,0.0038
G_mean: 0.7317: 0.662,3.0805,16.9102,55,285,60,6,23,0.8681,0.0073
G_mean: 0.7365: 0.7948,7.4842,2.6534,11,654,5,9,39,0.8005,0.0438
G_mean: 0.7023: 0.9813,1.2874,18.2624,198,59,39,9,28,0.1679,0.0829
G_mean: 0.9331: 0.0571,8.2269,2.116,56,219,50,8,63,0.1086,0.0942
G_mean: 0.7406: 0.6652,6.9983,10.1,125,553,39,4,69,0.961,0.0043
G_mean: 0.8388: 0.8777,8.8098,3.4954,113,493,75,3,37,0.5033,0.0061
G_mean: 0.7446: 0.5537,7.5222,10.0137,250,847,13,6,2,0.2552,0.023
G_mean: 0.0000: 0.5121,5.7124,14.059,198,1012,61,6,52,0.5176,0.0758
G_mean: 0.6993: 0.3198,3.5679,15.2873,145,101,42,4,62,0.4028,0.091
G_mean: 0.7446: 0.0193,5.1363,10.5961,206,760,46,2,84,0.9001,0.0404
G_mean: 0.7354: 0.7562,4.1878,4.1434,251,442,75,2,71,0.1948,0.0559
G_mean: 0.7446: 0.8564,8.2785,16.4545,17,882,82,6,49,0.0682,0.0605
G_mean: 0.0000: 0.8063,4.5722,17.6452,291,776,17,9,23,0.0986,0.0125
G_mean: 0.8159: 0.2792,1.7747,5.6054,137,493,34,3,24,0.3672,0.0867
G_mean: 0.0000: 0.3911,4.741,3.4994,219,777,67,4,27,0.593,0.0781
G_mean: 0.7446: 0.9239,7.3969,16.9338,68,657,72,6,52,0.7721,0.0851
G_mean: 0.9496: 0.1954,9.8097,3.1003,112,1012,81,3,79,0.812,0.0727
G_mean: 0.7382: 0.7527,7.8674,17.597,44,402,86,6,71,0.7158,0.0158
G_mean: 0.7446: 0.5584,7.1313,11.1055,74,1012,60,10,65,0.6723,0.0057
G_mean: 0.7446: 0.3077,3.9976,16.9536,18,523,74,7,93,0.1009,0.0873
G_mean: 0.7446: 0.5478,8.1088,18.7211,120,667,68,3,34,0.5413,0.0203
G_mean: 0.7163: 0.2022,8.7379,17.8485,269,12,74,1,99,0.0423,0.0644
G_mean: 0.0000: 0.5293,2.3617,4.9859,235,860,96,4,48,0.3894,0.0413
G_mean: 0.7260: 0.4995,4.1768,15.8026,28,35,44,9,24,0.0061,0.0571
G_mean: 0.0000: 0.1913,5.7796,18.0098,176,434,90,7,46,0.6465,0.0402
G_mean: 0.3630: 0.3593,7.9162,15.3158,223,625,28,9,72,0.9097,0.0213
G_mean: 0.9173: 0.7734,7.3462,11.0271,106,741,5,2,32,0.512,0.0438
G_mean: 0.9066: 0.3326,9.6806,6.6967,120,471,60,4,15,0.1786,0.028
G_mean: 0.7089: 0.3936,3.1326,9.6565,57,83,69,10,28,0.0992,0.0844
G_mean: 0.7446: 0.4232,6.971,14.4399,38,915,19,4,41,0.3514,0.0977
G_mean: 0.6963: 0.8015,2.7172,12.8278,94,62,86,4,16,0.2552,0.0091
G_mean: 0.5617: 0.1025,1.8794,6.2176,155,587,1,9,39,0.1113,0.0076
G_mean: 0.7446: 0.8607,4.3586,18.3531,219,703,52,2,84,0.0604,0.0592
G_mean: 0.9091: 0.7654,5.0539,11.927,247,902,62,2,49,0.2696,0.0127
G_mean: 0.7382: 0.7046,4.3222,15.8529,129,313,84,5,91,0.3282,0.0166
G_mean: 0.7506: 0.54,7.9567,4.9967,66,147,7,9,86,0.2731,0.0896
G_mean: 0.6773: 0.6257,3.7377,5.5096,237,129,45,5,45,0.9978,0.0139
G_mean: 0.0000: 0.9857,2.7215,15.8588,187,838,38,8,8,0.3506,0.0316
G_mean: 0.6412: 0.4072,3.471,16.605,240,672,63,9,42,0.9437,0.0798
G_mean: 0.6914: 0.611,6.2843,9.8241,294,329,26,6,85,0.9509,0.0221
G_mean: 0.0000: 0.5048,6.0385,13.4425,117,742,6,1,1,0.3393,0.0384
G_mean: 0.7446: 0.6553,9.502,15.4021,114,750,40,8,56,0.0901,0.0364
G_mean: 0.7360: 0.7641,8.3796,12.9931,108,286,34,5,83,0.9718,0.0426
G_mean: 0.0000: 0.7597,6.6961,16.6414,192,370,5,7,26,0.8109,0.0204
G_mean: 0.0000: 0.997,3.3127,2.8191,213,914,86,8,94,0.5305,0.0226
G_mean: 0.0000: 0.309,8.7425,16.3178,166,848,5,6,31,0.7244,0.0163
G_mean: 0.7060: 0.8644,3.0966,6.4141,227,76,81,5,99,0.0844,0.0398
G_mean: 0.2697: 0.6864,6.4213,17.3364,217,82,87,6,76,0.098,0.0355
G_mean: 0.0000: 0.1912,4.764,17.0213,200,891,39,8,91,0.0484,0.0407
G_mean: 0.7446: 0.3471,6.7683,16.1734,278,789,79,2,67,0.8468,0.0075
G_mean: 0.6228: 0.4304,3.0805,16.9102,300,285,6,6,23,0.8846,0.0073
G_mean: 0.7446: 0.1753,9.2156,2.6534,11,694,5,9,93,0.5951,0.0091
G_mean: 0.0000: 0.3175,1.2874,18.2624,198,906,39,9,28,0.1679,0.0829
G_mean: 0.7317: 0.0571,8.2269,13.3996,238,219,50,5,63,0.1086,0.0628
G_mean: 0.7446: 0.6652,6.9983,10.1,22,582,96,4,69,0.961,0.0335
G_mean: 0.9208: 0.2482,6.5448,3.4954,192,574,60,9,37,0.5033,0.0112
G_mean: 0.0000: 0.8228,7.5222,10.0137,250,847,13,6,30,0.2552,0.023
G_mean: 0.0000: 0.5121,5.7124,7.1239,198,797,61,8,52,0.7021,0.0758
G_mean: 0.7260: 0.3198,8.3031,1.3483,142,101,42,4,33,0.4028,0.091
G_mean: 0.7446: 0.0193,5.1363,10.5961,126,794,46,2,84,0.9001,0.0404
G_mean: 0.8857: 0.7562,4.1878,4.1434,36,442,29,2,71,0.5582,0.0559
G_mean: 0.8037: 0.8564,4.2089,16.4545,17,882,82,5,49,0.0682,0.0117
G_mean: 0.0000: 0.8063,4.5722,17.3853,291,776,72,8,44,0.0986,0.0125
G_mean: 0.7759: 0.2792,1.7747,13.0291,137,505,34,3,24,0.3672,0.0867
G_mean: 0.2044: 0.1366,4.741,3.4994,219,777,67,4,27,0.593,0.0526
G_mean: 0.7291: 0.9239,7.3969,16.9338,68,107,72,6,23,0.7721,0.0851
G_mean: 0.1084: 0.1954,5.3226,3.1003,170,1012,44,3,79,0.812,0.0727
G_mean: 0.7317: 0.7527,6.8722,17.597,44,402,86,6,71,0.7426,0.0418
G_mean: 0.7446: 0.5584,7.1313,5.8919,74,1012,60,10,65,0.6723,0.0057
G_mean: 0.9332: 0.3077,3.9976,16.9536,18,620,74,3,93,0.1009,0.0873
G_mean: 0.8544: 0.5478,3.8918,18.7211,120,559,68,3,34,0.5413,0.0203
G_mean: 0.0243: 0.2022,8.7379,17.8485,269,21,74,9,99,0.0793,0.0644
G_mean: 0.0000: 0.3034,2.3617,4.9859,235,860,44,4,48,0.3894,0.0416
G_mean: 0.7192: 0.4995,6.5485,15.8026,28,35,93,9,24,0.0061,0.0571
G_mean: 0.0000: 0.1913,5.7796,18.0098,176,961,57,8,46,0.3572,0.0402
