Round: 4, Step 0
G_mean: 0.0000: 0.7954,1.575,9.1115,283,792,47,7,75,0.1397,0.0677
G_mean: 0.0000: 0.7534,2.1567,17.3141,161,904,54,7,10,0.2029,0.0817
G_mean: 0.7446: 0.2469,9.0877,10.2767,224,537,63,6,68,0.8865,0.0617
G_mean: 0.9825: 0.3313,4.2343,13.7375,28,969,43,5,23,0.5099,0.0033
G_mean: 0.5869: 0.8579,8.7075,3.5859,54,910,42,4,7,0.0606,0.0038
G_mean: 0.8732: 0.673,4.3932,10.1777,39,206,15,5,49,0.3882,0.0148
G_mean: 0.7446: 0.1296,3.1314,5.1832,260,562,97,5,72,0.5513,0.0034
G_mean: 0.6941: 0.4839,9.8562,3.8852,218,132,1,3,48,0.2598,0.0637
G_mean: 0.0000: 0.7316,8.9767,15.0497,278,995,75,9,75,0.002,0.0141
G_mean: 0.7911: 0.8713,1.2715,13.4879,145,441,61,7,5,0.1845,0.039
G_mean: 0.7130: 0.4484,5.2911,10.9632,253,69,95,7,69,0.8179,0.0539
G_mean: 0.0000: 0.9323,2.6502,17.6029,193,278,11,6,50,0.7953,0.0488
G_mean: 0.7446: 0.3232,4.5028,19.7338,74,963,94,3,19,0.1361,0.0889
G_mean: 0.7446: 0.3691,5.2545,4.9725,266,672,89,9,2,0.1925,0.0829
G_mean: 0.7251: 0.7375,9.768,1.9022,52,428,21,4,81,0.8926,0.0278
G_mean: 0.7185: 0.1265,9.2343,12.7175,244,228,20,8,90,0.8541,0.0579
G_mean: 0.7385: 0.3437,5.058,10.2745,109,193,90,2,32,0.5827,0.0226
G_mean: 0.7446: 0.0225,3.7395,12.186,42,847,57,6,55,0.4732,0.0229
G_mean: 0.9329: 0.6561,6.8702,4.5053,85,1021,93,4,44,0.2616,0.0758
G_mean: 0.8710: 0.5775,7.0566,2.992,217,443,64,6,62,0.8747,0.017
G_mean: 0.2008: 0.9926,5.3508,6.8655,202,420,71,3,93,0.3663,0.0923
G_mean: 0.0000: 0.8418,4.3346,7.8165,174,930,14,4,3,0.1291,0.0283
G_mean: 0.0000: 0.7589,9.2289,8.5408,152,60,11,6,44,0.2441,0.0149
G_mean: 0.0000: 0.7903,8.3137,16.3234,294,690,10,3,25,0.8002,0.0799
G_mean: 0.8500: 0.8018,6.0456,4.9732,77,601,95,6,4,0.7236,0.0506
G_mean: 0.7317: 0.8754,2.4281,6.5148,82,423,24,2,94,0.7305,0.0081
G_mean: 0.7446: 0.0167,4.7515,14.1562,72,1010,49,1,51,0.2545,0.0116
G_mean: 0.7446: 0.6921,4.0624,8.0288,138,757,12,1,94,0.7871,0.0891
G_mean: 0.1174: 0.2769,5.4646,9.1692,257,876,47,3,71,0.8302,0.0849
G_mean: 0.7446: 0.9685,2.919,16.0224,178,802,99,4,63,0.2412,0.005
G_mean: 0.0000: 0.9615,1.9634,19.3042,258,904,73,6,80,0.3396,0.05
G_mean: 0.7382: 0.2981,6.5913,8.8072,163,443,84,9,71,0.9311,0.0978
G_mean: 0.7317: 0.1481,4.8013,9.7546,233,893,27,7,44,0.7811,0.0155
G_mean: 0.0709: 0.7382,1.692,1.8602,234,907,28,9,84,0.9112,0.0979
G_mean: 0.2985: 0.9598,6.0131,5.7532,275,993,77,7,76,0.5167,0.0765
G_mean: 0.0544: 0.3408,1.2271,3.7714,282,513,70,4,84,0.3734,0.0131
G_mean: 0.0000: 0.686,4.373,13.7739,223,884,11,4,44,0.7307,0.0075
G_mean: 0.0000: 0.9832,7.8488,4.7587,103,1021,73,8,63,0.6934,0.0755
G_mean: 0.3251: 0.2222,3.0503,12.7785,270,449,99,4,24,0.8865,0.0965
G_mean: 0.7196: 0.2617,5.2886,18.0866,67,104,69,3,26,0.0559,0.0243
G_mean: 0.7382: 0.5139,4.2201,13.3989,215,297,74,5,52,0.6428,0.0323
G_mean: 0.0000: 0.8761,6.7039,8.2492,286,226,57,5,71,0.9246,0.023
