Round: 9, Step 0
G_mean: 0.0474: 0.7376,6.2567,18.6934,233,37,57,9,15,0.6329,0.0937
G_mean: 0.0000: 0.3518,2.2271,19.7209,291,830,40,8,99,0.4956,0.0939
G_mean: 0.6404: 0.5655,8.2361,13.1724,122,321,13,1,98,0.0935,0.0437
G_mean: 0.5977: 0.1631,7.0985,19.9778,166,629,22,8,58,0.8978,0.0383
G_mean: 0.0000: 0.9728,2.5692,1.2112,243,725,63,6,39,0.8182,0.0647
G_mean: 0.0000: 0.7898,6.8083,19.8651,265,757,92,8,65,0.7002,0.0124
G_mean: 0.0000: 0.7823,6.3184,14.0466,156,422,66,9,72,0.0468,0.0028
G_mean: 0.0000: 0.0036,3.486,8.1721,200,893,76,4,83,0.3901,0.0794
G_mean: 0.0000: 0.5576,8.9693,13.1252,215,777,63,6,28,0.557,0.002
G_mean: 0.0000: 0.8261,9.7458,8.98,230,602,51,7,36,0.4543,0.0719
G_mean: 0.0000: 0.7386,9.713,4.72,299,654,80,7,89,0.0354,0.081
G_mean: 0.9851: 0.2834,5.7741,5.1531,188,814,61,2,83,0.0371,0.0505
G_mean: 0.0000: 0.3056,7.5196,3.9346,261,228,29,8,7,0.8111,0.0495
G_mean: 0.0000: 0.9925,2.7721,8.439,207,907,16,7,8,0.9104,0.0732
G_mean: 0.5217: 0.7608,1.8816,7.6298,65,182,84,7,87,0.7867,0.0818
G_mean: 0.6246: 0.9056,9.4525,8.613,111,377,80,9,24,0.7894,0.0087
G_mean: 0.7295: 0.6617,8.6214,1.5335,202,226,84,2,28,0.5979,0.0563
G_mean: 0.5515: 0.2228,8.8132,2.2042,240,684,10,1,64,0.0443,0.0921
G_mean: 0.0150: 0.3878,8.2045,9.2209,295,40,91,7,6,0.3816,0.0944
G_mean: 0.5440: 0.2718,2.5111,16.7234,27,761,7,2,21,0.4908,0.0778
G_mean: 0.0098: 0.6252,1.9776,18.8848,203,633,48,5,54,0.3852,0.0315
G_mean: 0.9671: 0.6884,9.6494,1.6353,265,821,14,4,48,0.7498,0.0201
G_mean: 0.9399: 0.3675,5.5293,1.9849,171,688,48,8,83,0.1197,0.0511
G_mean: 0.6143: 0.0139,3.2969,5.2233,158,500,69,7,99,0.6073,0.0507
G_mean: 0.6287: 0.5125,5.6587,15.3474,103,277,75,5,10,0.4159,0.036
G_mean: 0.8025: 0.612,4.6256,18.2722,16,440,51,7,74,0.4571,0.0068
G_mean: 0.0000: 0.8386,9.1012,8.5534,229,341,17,8,43,0.745,0.0083
G_mean: 0.8974: 0.7056,2.7532,11.5322,258,766,82,1,86,0.8209,0.0553
G_mean: 0.5400: 0.2219,1.8878,3.2004,91,90,25,5,48,0.3351,0.0283
G_mean: 0.5217: 0.2336,4.3051,17.4493,123,399,14,7,76,0.6651,0.0317
G_mean: 0.0000: 0.2646,6.3372,15.8036,278,675,84,3,64,0.7171,0.0563
G_mean: 0.3428: 0.5118,7.949,17.1477,67,925,12,4,99,0.8114,0.0243
G_mean: 0.4883: 0.7861,8.308,14.7585,228,723,87,2,39,0.8571,0.0613
G_mean: 0.1732: 0.7047,7.4421,3.838,172,647,54,3,99,0.6002,0.0983
G_mean: 0.8324: 0.646,7.0505,1.8961,99,321,84,1,51,0.7386,0.0615
G_mean: 0.0000: 0.9309,1.9083,17.5719,169,749,93,4,65,0.6778,0.0268
G_mean: 0.0000: 0.3302,5.8715,4.7025,69,814,89,9,1,0.7355,0.0017
G_mean: 0.1789: 0.986,1.3806,13.1738,163,151,22,8,84,0.9567,0.0347
G_mean: 0.5871: 0.4781,4.5045,8.7316,155,340,78,2,3,0.4388,0.0862
G_mean: 0.3163: 0.23,1.0553,11.7618,65,507,90,6,42,0.8993,0.0648
G_mean: 0.2394: 0.4529,6.8181,8.5141,114,729,76,8,61,0.2772,0.0901
G_mean: 0.5542: 0.7157,9.1872,4.8892,234,669,53,4,72,0.0392,0.0105
G_mean: 0.9734: 0.3173,5.608,9.2102,106,912,31,4,46,0.5938,0.031
G_mean: 0.7095: 0.1439,2.6078,6.1914,124,232,46,2,8,0.6916,0.0949
G_mean: 0.8663: 0.277,1.8925,17.0001,133,630,71,2,89,0.1822,0.0395
G_mean: 0.0000: 0.4026,4.1624,19.5565,242,188,63,4,6,0.8622,0.0291
G_mean: 0.6456: 0.1543,3.2972,2.5633,40,101,28,5,57,0.0004,0.0922
G_mean: 0.1976: 0.3839,2.0013,2.2734,260,359,91,7,69,0.5189,0.0146
G_mean: 0.4465: 0.8367,1.5433,12.1658,232,431,58,8,88,0.6147,0.0139
G_mean: 0.0000: 0.927,5.3679,18.6934,233,37,5,9,13,0.4138,0.0937
G_mean: 0.0000: 0.3518,2.2271,18.4216,223,830,40,8,99,0.4956,0.0939
G_mean: 0.5791: 0.5655,8.2361,13.1724,122,321,37,1,98,0.0935,0.0437
G_mean: 0.1206: 0.1631,7.0985,19.9778,166,636,88,8,58,0.8978,0.0383
G_mean: 0.0000: 0.284,9.0705,4.5229,243,725,38,6,39,0.8182,0.0647
G_mean: 0.0000: 0.7898,6.8083,19.8651,265,861,92,8,65,0.7002,0.0124
G_mean: 0.3528: 0.7823,6.3184,11.3542,156,422,66,9,35,0.0468,0.0893
G_mean: 0.0000: 0.0036,3.486,8.1721,200,893,13,4,29,0.9623,0.0794
G_mean: 0.1682: 0.185,2.1523,13.1252,201,252,63,7,28,0.557,0.0494
G_mean: 0.1448: 0.8261,9.7458,8.98,230,391,51,7,74,0.9207,0.0719
G_mean: 0.6010: 0.7386,6.5781,4.72,80,135,80,7,89,0.7133,0.0808
G_mean: 0.0000: 0.2834,5.7741,5.1531,188,814,61,4,83,0.0371,0.0505
G_mean: 0.0000: 0.3056,7.5196,3.9346,261,346,18,6,31,0.8111,0.0495
G_mean: 0.5217: 0.6915,7.5277,8.439,126,695,16,7,8,0.9104,0.0229
G_mean: 0.5791: 0.7561,1.8816,12.4672,65,182,84,7,87,0.3453,0.0818
G_mean: 0.6257: 0.9056,3.3731,8.613,111,104,80,9,26,0.7894,0.0087
G_mean: 0.8776: 0.6617,9.2835,1.5335,202,517,84,2,28,0.6781,0.0387
G_mean: 0.6287: 0.2228,8.8132,2.2042,22,684,1,1,64,0.5165,0.0921
G_mean: 0.4067: 0.7168,8.3237,15.7328,295,40,91,3,6,0.3816,0.0944
G_mean: 0.9121: 0.2718,1.6407,19.9741,27,761,7,9,21,0.4908,0.0778
G_mean: 0.8599: 0.6252,1.9776,14.7568,203,633,48,5,54,0.3852,0.0129
G_mean: 0.4680: 0.5932,9.6494,9.5111,265,821,70,4,51,0.7498,0.07
G_mean: 0.9614: 0.3675,5.5293,1.9849,22,688,28,8,83,0.1197,0.0511
G_mean: 0.2730: 0.0139,3.2969,1.2337,158,500,69,7,99,0.6073,0.0669
G_mean: 0.5480: 0.5125,5.2526,2.0042,209,277,90,5,10,0.4159,0.036
G_mean: 0.5812: 0.612,4.6256,18.2722,16,440,51,7,74,0.3813,0.0437
G_mean: 0.0000: 0.8386,9.1012,8.5534,132,341,17,8,43,0.7246,0.0083
G_mean: 0.5812: 0.7056,2.7532,16.1229,258,659,59,1,34,0.8209,0.0553
G_mean: 0.6486: 0.2219,1.8878,3.2004,91,113,25,5,48,0.3351,0.0283
