Round: 6, Step 0
G_mean: 0.0000: 0.7712,5.2031,13.4185,226,152,68,8,14,0.8586,0.0527
G_mean: 0.7317: 0.8817,5.8076,14.4417,36,216,82,3,90,0.4882,0.0742
G_mean: 0.7382: 0.5197,6.6249,11.8642,206,909,62,4,37,0.6704,0.0071
G_mean: 0.7317: 0.9461,4.8611,8.5127,74,527,3,9,86,0.1361,0.0159
G_mean: 0.7288: 0.8876,4.6827,7.2828,27,71,4,7,38,0.483,0.0108
G_mean: 0.7382: 0.1937,2.315,10.2356,152,404,15,2,24,0.2202,0.0865
G_mean: 0.7382: 0.5447,9.7123,9.6832,218,569,3,5,98,0.1519,0.0719
G_mean: 0.7382: 0.1208,1.0008,4.7633,147,273,64,8,89,0.7395,0.0925
G_mean: 0.7229: 0.9713,7.7266,18.3049,228,12,14,9,4,0.6573,0.047
G_mean: 0.7317: 0.4248,6.4584,14.1896,20,197,39,5,48,0.5244,0.084
G_mean: 0.0722: 0.058,9.5722,12.6924,210,839,54,9,19,0.8738,0.0635
G_mean: 0.7317: 0.2639,1.9442,11.8358,154,816,49,4,40,0.986,0.0229
G_mean: 0.7291: 0.9396,9.4277,6.0177,63,148,89,4,48,0.2091,0.0883
G_mean: 0.7317: 0.6532,9.0337,17.1309,14,205,83,8,97,0.0475,0.0153
G_mean: 0.7051: 0.4119,2.8574,7.6529,245,915,28,2,92,0.6167,0.0807
G_mean: 0.0199: 0.2151,2.7418,16.022,271,876,58,4,46,0.4881,0.0348
G_mean: 0.7446: 0.1805,9.1263,2.504,102,601,23,1,31,0.5887,0.0119
G_mean: 0.8570: 0.8252,6.1207,12.3519,167,490,23,7,66,0.1845,0.0267
G_mean: 0.7382: 0.9971,9.3715,7.4749,137,275,76,6,68,0.1048,0.0718
G_mean: 0.0000: 0.4272,6.6823,12.0138,188,897,17,10,49,0.3087,0.0666
G_mean: 0.1400: 0.4039,7.4064,4.9834,281,381,92,9,38,0.3588,0.0568
G_mean: 0.7352: 0.9074,2.156,7.7691,15,141,28,8,92,0.3969,0.0495
G_mean: 0.7382: 0.0493,1.9519,11.0389,137,258,15,8,81,0.8065,0.0979
G_mean: 0.7382: 0.6707,1.8545,6.2219,79,821,80,8,57,0.2091,0.0238
G_mean: 0.7446: 0.5832,9.5269,10.9511,17,744,51,9,17,0.2903,0.0256
G_mean: 0.7444: 0.4075,3.0985,3.699,282,751,8,1,42,0.6924,0.0221
G_mean: 0.7382: 0.9863,5.3648,1.8349,158,268,12,7,35,0.3699,0.0448
G_mean: 0.0000: 0.7364,2.0447,1.4703,282,808,89,3,50,0.43,0.0852
G_mean: 0.0000: 0.8539,5.1545,4.8923,216,852,85,10,22,0.7907,0.0583
G_mean: 0.7638: 0.781,9.9083,6.3951,192,255,5,10,12,0.9634,0.0857
G_mean: 0.0000: 0.8819,7.5765,11.7541,241,354,50,4,63,0.4109,0.0532
G_mean: 0.7446: 0.4268,8.5059,18.7157,216,954,98,2,43,0.4608,0.0771
G_mean: 0.0000: 0.8709,3.3972,13.2871,137,802,15,8,9,0.0453,0.0776
G_mean: 0.0000: 0.885,3.4864,17.9741,253,934,98,10,56,0.2502,0.0914
G_mean: 0.2928: 0.9693,7.9488,12.8568,230,534,76,4,3,0.1459,0.094
G_mean: 0.7251: 0.4959,7.2281,7.9802,254,389,13,7,38,0.6723,0.0737
G_mean: 0.7382: 0.8617,1.9097,8.3222,136,751,8,10,76,0.1978,0.0328
G_mean: 0.7446: 0.9974,7.5153,16.574,192,713,76,3,24,0.6199,0.0898
G_mean: 0.7446: 0.433,9.9447,8.2679,79,909,97,3,48,0.8993,0.0206
G_mean: 0.7131: 0.093,7.1398,6.1941,83,67,24,6,36,0.6526,0.0708
G_mean: 0.2140: 0.2828,7.6605,9.9401,161,662,32,9,64,0.3815,0.0953
G_mean: 0.0773: 0.2127,6.052,10.1264,215,948,23,3,90,0.1114,0.0363
G_mean: 0.7155: 0.5121,4.1151,12.5109,143,65,50,4,59,0.1303,0.0637
G_mean: 0.9680: 0.0166,9.5394,6.1632,78,774,87,6,64,0.7721,0.0218
G_mean: 0.3028: 0.925,9.9235,19.3018,298,397,52,6,85,0.0346,0.0122
G_mean: 0.7446: 0.1517,6.9922,9.4396,120,798,35,7,12,0.5122,0.0893
G_mean: 0.7089: 0.4789,6.1692,14.7964,164,85,76,5,34,0.5571,0.099
G_mean: 0.7230: 0.0817,3.4557,13.774,140,802,39,4,43,0.5146,0.0221
G_mean: 0.7321: 0.2085,5.1252,9.7417,196,193,96,5,84,0.8598,0.0258
G_mean: 0.8540: 0.0705,7.779,2.7379,95,522,91,5,79,0.2395,0.056
G_mean: 0.7036: 0.7712,5.2031,13.4185,226,152,68,8,96,0.9619,0.0527
G_mean: 0.7382: 0.8817,5.8076,9.1039,36,216,82,3,71,0.4882,0.0742
G_mean: 0.0000: 0.5197,1.6914,11.8642,206,909,62,4,37,0.4959,0.0392
G_mean: 0.7446: 0.9461,3.4454,8.5127,90,777,3,9,86,0.1361,0.0159
G_mean: 0.7192: 0.6979,4.6827,7.2828,27,71,30,7,38,0.483,0.0108
G_mean: 0.7382: 0.1937,2.315,10.2356,47,404,59,8,24,0.7898,0.0865
G_mean: 0.7446: 0.5447,9.7123,9.6832,218,674,3,5,98,0.1519,0.0929
G_mean: 0.7382: 0.1208,6.9431,18.5131,147,273,65,8,89,0.7395,0.0925
G_mean: 0.7192: 0.6986,7.7266,18.3049,228,12,14,9,4,0.6573,0.047
G_mean: 0.7382: 0.4248,6.4584,14.1896,20,240,39,5,78,0.5244,0.084
G_mean: 0.0000: 0.058,9.5722,5.0796,210,839,54,5,19,0.3544,0.0635
G_mean: 0.4986: 0.2639,1.9442,11.8358,161,816,49,7,40,0.986,0.0445
G_mean: 0.7284: 0.9396,9.4277,6.0177,192,148,89,1,12,0.8872,0.0883
G_mean: 0.7382: 0.6532,6.6287,13.1188,14,440,83,9,97,0.0475,0.0982
G_mean: 0.7382: 0.421,2.8574,7.6529,253,978,28,2,5,0.6167,0.0871
G_mean: 0.0000: 0.2151,2.7418,16.022,271,876,58,3,46,0.7713,0.0562
G_mean: 0.9505: 0.1805,9.1263,2.504,179,601,23,1,31,0.5887,0.0119
G_mean: 0.8495: 0.8252,6.1207,9.6393,167,490,23,7,46,0.1845,0.0267
G_mean: 0.0487: 0.9971,3.2021,7.4749,217,275,22,6,53,0.6846,0.0456
G_mean: 0.3002: 0.5634,2.6181,7.7844,188,60,17,10,47,0.8961,0.0666
G_mean: 0.1628: 0.9841,4.9077,4.9834,281,381,92,9,38,0.3586,0.0568
