Round: 8, Step 0
G_mean: 0.0000: 0.6433,8.108,13.2619,298,901,80,9,83,0.6445,0.0703
G_mean: 0.7446: 0.1153,8.0406,12.2277,209,522,45,7,87,0.7215,0.0056
G_mean: 0.7446: 0.0185,1.0327,6.2483,119,675,95,8,37,0.8328,0.0396
G_mean: 0.0488: 0.7916,6.0183,17.8241,195,725,82,7,52,0.2718,0.0561
G_mean: 0.0000: 0.0101,8.4351,19.4634,132,780,64,6,63,0.3553,0.046
G_mean: 0.7446: 0.7157,7.647,19.394,67,1021,69,8,70,0.892,0.0045
G_mean: 0.8716: 0.8083,3.5505,11.0787,73,631,86,6,11,0.8264,0.0047
G_mean: 0.7518: 0.5005,3.7501,14.7637,55,886,24,4,75,0.065,0.0813
G_mean: 0.9213: 0.4895,9.9328,4.7412,124,697,96,2,72,0.071,0.0911
G_mean: 0.7644: 0.7296,7.8476,2.8612,111,204,19,9,66,0.869,0.0789
G_mean: 0.8841: 0.8163,9.1503,18.8443,126,362,40,8,92,0.2312,0.0791
G_mean: 0.7446: 0.0775,6.9554,17.0897,18,681,24,9,16,0.2714,0.0602
G_mean: 0.7446: 0.559,3.0049,17.4945,28,816,72,2,1,0.6347,0.0054
G_mean: 0.5898: 0.9202,4.4898,16.2094,135,1005,4,9,65,0.0479,0.0388
G_mean: 0.7126: 0.9439,3.446,4.1902,250,68,80,2,17,0.2063,0.0496
G_mean: 0.0000: 0.7758,6.6266,3.0638,283,685,67,5,40,0.5356,0.0391
G_mean: 0.9502: 0.3085,7.1957,19.2598,20,900,87,2,36,0.476,0.0752
G_mean: 0.7051: 0.1928,4.3077,10.5618,25,571,73,5,83,0.825,0.0129
G_mean: 0.6486: 0.5062,1.1254,5.849,74,529,53,7,65,0.9885,0.0611
G_mean: 0.7288: 0.5021,5.6123,10.8351,229,334,29,8,47,0.0902,0.0422
G_mean: 0.7098: 0.3533,6.5076,8.6541,274,30,46,6,68,0.7393,0.0463
G_mean: 0.7446: 0.0591,8.5472,18.1025,125,777,36,2,83,0.426,0.0748
G_mean: 0.7446: 0.0736,7.3502,4.7012,171,878,81,8,3,0.8598,0.0823
G_mean: 0.8639: 0.5489,5.3396,2.2952,184,828,40,9,97,0.7555,0.0172
G_mean: 0.7382: 0.8983,2.9972,2.8743,44,293,10,3,44,0.4766,0.0342
G_mean: 0.7382: 0.2762,3.1021,7.9775,261,407,42,2,72,0.7561,0.0668
G_mean: 0.0000: 0.3099,3.381,12.2673,236,947,71,9,21,0.6385,0.072
G_mean: 0.0000: 0.5581,5.606,15.6701,256,208,98,2,36,0.9882,0.0813
G_mean: 0.0000: 0.2349,8.075,16.428,220,773,77,9,13,0.3869,0.0859
G_mean: 0.7317: 0.6091,7.3424,14.5999,53,576,68,6,23,0.9882,0.0604
G_mean: 0.7446: 0.9833,6.8137,13.7732,24,322,34,9,4,0.5058,0.0741
G_mean: 0.0000: 0.6114,9.3779,2.9175,263,565,79,9,39,0.6475,0.0681
G_mean: 0.7317: 0.2601,3.9715,11.2843,67,215,86,9,90,0.0019,0.0738
G_mean: 0.8659: 0.0068,9.8739,1.8035,196,547,16,3,78,0.8385,0.0957
G_mean: 0.8683: 0.3409,5.3031,8.3983,128,517,36,8,7,0.0247,0.0444
